L	a	b
58,4575	9,7526	17,3558
58,8114	9,1991	16,9915
58,5104	10,7874	16,1944
50,0479	10,3219	15,4509
54,6835	9,4138	19,9221
57,1162	10,0808	14,8867
55,3528	7,5444	19,2378
60,6508	6,0212	19,0044
55,7987	11,2352	16,4674
55,8336	11,0423	17,1447
59,5498	8,8216	16,3237
52,4479	12,9165	12,3125
51,3473	11,1021	18,5040
50,9337	7,6649	16,1748
56,1959	10,2551	13,1096
54,2935	8,5400	19,2787
61,6526	5,4474	15,2717
60,3912	11,5050	15,0105
59,9646	11,0921	15,5274
58,4153	12,5875	15,1444
58,9271	11,7834	12,2249
56,2574	11,4043	17,0316
58,3214	9,4504	14,9973
59,1525	11,3612	13,2062
53,9467	10,1858	16,7493
59,8563	7,6758	14,6279
58,8590	9,8338	15,3766
61,8410	9,2100	15,5961
59,7376	11,2203	14,1921
59,4250	11,2194	12,8132
59,2715	11,6579	17,4003
56,0334	9,7622	18,2426
48,8733	9,4258	12,3440
56,1903	8,6568	19,5155
61,9032	5,4250	15,7427
		
57,0223	16,8220	15,7045
61,3385	14,5724	17,8672
57,4248	17,0458	14,9274
58,6369	18,3585	13,5533
51,5982	7,8642	13,1875
60,2773	10,5196	15,3807
60,2847	10,4239	13,3056
56,1656	7,3117	18,6030
63,2930	7,1083	14,2178
50,9069	15,5084	16,0089
56,0529	17,0948	15,8967
53,3229	13,9956	15,6356
57,3339	13,6882	14,0385
30,0354	7,1379	12,0739
53,1052	9,8384	16,6240
54,3435	12,4571	13,4685
47,8256	9,5199	21,0392
57,3746	8,6431	16,8492
61,9922	8,2321	16,0527
61,3027	12,2233	14,7457
62,8864	10,7719	12,4443
40,4784	10,8263	14,9974
60,0471	12,8931	13,6345
61,1575	6,4509	18,2406
61,2378	6,5739	11,3679
61,1674	7,0056	15,8825
63,3336	6,0060	17,0820
49,9486	7,9733	17,1814
58,4409	13,7114	15,4320
57,6126	12,8360	13,4977
39,2811	9,6363	14,3289
57,7122	13,9309	16,3523
57,9428	6,4813	18,9548
60,1556	8,7381	13,6772
60,6958	6,0978	14,7970
64,3439	3,9137	13,8285
56,7642	10,9152	17,5927
57,5233	15,5787	15,4846
58,3580	10,9518	14,0206
30,7250	8,5445	12,6410
56,6310	16,0387	15,3021
53,1482	5,5639	16,8655
60,5173	7,7486	13,9745
62,1474	5,9438	14,2010
64,5264	3,9573	12,1398
62,1952	9,8589	14,9100
61,0554	12,2794	15,7319
59,7152	11,6432	16,5283
56,3570	10,5763	10,7595
60,2297	13,0168	13,6342
64,0350	7,7994	14,1325
62,6616	9,4188	12,1984
61,4117	7,0317	15,6865
65,2320	4,2706	12,1975
50,4928	13,3122	14,6861
55,5443	16,0311	14,4954
55,2613	13,8480	15,5039
15,1296	9,2471	6,5880
47,6956	8,0602	11,6462
57,4873	8,7890	15,0093
58,1430	12,1007	13,7716
53,2172	8,6069	18,8129
58,9587	7,4675	17,2258
49,9937	11,1257	16,1363
55,2411	13,6125	14,2757
55,7574	11,4428	15,5536
63,7008	12,0555	14,2040
56,8473	8,2156	12,9385
57,6342	8,2944	13,8702
62,0291	9,2395	12,2032
55,5564	7,5448	17,7226
61,5953	6,3355	16,7626
55,5629	8,4571	14,5238
59,0799	13,1610	14,7720
60,2491	12,4773	14,3799
58,7007	8,6064	16,2307
58,4148	11,4184	15,1224
58,9978	7,8181	15,5450
63,0743	8,7071	13,5677
58,6798	6,8874	16,8591
62,2505	4,8395	15,3157
52,8348	16,1152	13,7245
53,1024	17,6855	10,8220
50,5450	18,9439	9,2639
51,5653	15,6043	12,1172
46,1590	9,8004	8,6108
52,7644	14,5826	11,0112
58,7056	11,9267	12,2440
52,3585	9,6418	15,2107
57,9024	7,7224	14,0072
40,9875	11,2825	16,7121
55,6300	16,0351	17,9450
57,2356	12,7186	16,0317
40,9835	7,8416	14,5408
53,6292	12,5723	18,2959
56,2036	9,6690	16,0604
61,1344	9,1322	14,4742
54,4103	9,6110	18,4169
55,0361	9,1674	18,1171
58,8012	9,6077	14,0197
62,0935	13,3209	15,5229
64,3464	12,0502	15,9020
46,0759	8,9758	12,5776
62,9908	11,4421	15,3353
58,0826	8,7031	17,0139
62,2987	7,5229	14,4160
58,8713	7,1838	15,4629
62,9570	5,4895	15,7697
53,7374	11,6276	14,3241
51,1016	18,7001	12,8246
52,6387	15,2283	14,7951
52,7814	12,6168	13,9061
51,5075	17,6114	14,0200
55,5126	8,8424	14,5711
55,8389	11,9106	13,9955
56,8595	6,3233	15,6149
59,0117	7,3958	15,3040
57,9080	10,0820	16,9926
56,5553	13,0821	14,7018
58,2517	11,1435	17,4823
55,0232	9,0835	16,7201
47,8797	6,1708	13,9788
54,2004	9,0211	16,3060
59,7681	6,6548	12,5253
55,1552	7,5838	19,9955
59,6953	5,7604	18,7304
56,8212	11,2477	13,7965
53,7810	13,5266	13,8347
59,8882	13,3581	15,3104
60,7146	10,1120	17,5738
56,2375	16,0650	14,7822
61,3067	5,8281	14,8551
62,4716	7,7019	14,5791
62,5474	5,8332	15,7832
64,3376	4,7229	14,1669
50,3267	11,5035	14,8264
54,0790	16,4148	14,0649
53,1214	14,0822	13,6403
52,2555	13,2496	14,9964
46,8164	8,2737	9,4472
58,5070	9,7109	14,0212
54,4790	12,1974	15,7005
40,4571	6,8420	14,8390
57,4789	7,2332	16,2117
55,4390	10,9988	14,0393
54,9721	15,0731	15,0113
53,2795	18,2623	10,4356
58,4622	14,1989	13,2932
54,3410	13,2714	12,4915
60,1727	7,4517	12,9699
60,1931	10,6080	11,0494
55,0301	6,8181	15,8766
60,7501	7,1870	14,2974
50,9196	11,2075	15,1488
52,3304	14,6627	15,0396
49,8656	14,0012	16,6685
48,5611	14,1453	17,3159
48,5375	11,9958	13,8935
50,7855	10,5685	16,6987
56,0538	10,0456	14,3832
50,0388	9,9023	19,1442
57,8825	7,5141	17,8753
58,7148	9,7652	16,3918
55,9828	11,0972	15,7400
57,9773	11,8752	15,1006
55,7175	10,8541	16,8377
56,8363	12,8624	15,6764
58,0147	8,2775	14,4155
59,8056	8,7633	11,8683
54,3476	6,4517	15,7341
61,0474	5,0924	13,8407
57,3522	9,7183	13,0198
58,6961	10,5128	14,7997
61,5406	10,2256	12,3174
44,5890	11,3813	14,5090
59,2541	12,8183	14,8914
60,4563	7,0441	15,6388
61,4606	6,9328	12,4290
60,7431	6,0601	15,2830
62,8512	4,5620	14,2281
52,9882	13,5398	16,3730
54,8923	10,8747	14,2212
46,9303	10,0645	18,1556
49,6264	10,6888	16,9615
47,8635	7,1978	12,7510
36,1934	7,3591	15,6916
59,6508	8,1653	14,5815
46,3247	9,5847	18,8834
54,4280	6,9639	17,0034
56,5900	10,7731	17,4826
52,2878	12,8848	14,8825
52,4057	11,7442	13,7107
52,5683	10,5844	15,8692
50,8837	4,9178	11,2009
53,9569	9,3028	15,4589
60,9356	8,5269	14,0589
47,3348	6,3777	14,4795
57,0014	6,2656	14,5938
56,3339	10,5772	13,6511
63,6685	11,8324	14,7235
60,4051	15,0105	17,4578
39,4598	10,1447	17,0578
60,8033	11,8704	14,0929
58,5692	7,5234	16,5528
64,9618	5,3812	12,2105
59,4489	5,7951	15,2863
61,2784	5,6313	17,7717
57,0650	9,3134	13,5632
64,2837	10,7897	15,4720
62,1634	12,7078	15,2981
58,5447	10,9667	13,9911
61,6220	13,1331	13,2968
60,8394	8,0917	15,4133
63,3024	7,0235	11,4394
61,1695	6,8134	14,3203
61,6311	7,0895	14,6688
58,0239	12,7640	16,2057
52,6679	12,0047	13,6019
56,9555	12,9358	13,5501
47,2884	8,8993	15,0197
42,1527	5,5055	9,0907
58,7734	6,3664	12,7387
54,7966	13,8877	11,5459
55,6481	7,9033	18,2469
58,9834	7,6838	16,0294
55,6479	12,9055	14,0432
54,8721	15,5388	16,5273
51,8513	13,2970	11,6168
48,2716	12,8340	14,3775
47,3695	6,5526	9,6814
46,8270	10,8803	15,8826
56,4622	11,9764	13,5100
32,2545	7,4854	11,4893
41,8987	7,9279	13,6795
47,1138	14,3355	18,2134
52,2606	19,1779	18,9100
52,6441	14,8902	18,7842
57,5719	19,4738	16,3898
47,9248	9,2696	14,0141
55,4095	11,7537	21,0061
60,3833	12,4872	16,3322
44,7117	11,7997	20,1786
59,2815	8,8684	18,9694
56,4517	18,3922	18,1413
61,2414	15,4688	17,3888
57,4658	15,0647	17,0607
61,8526	14,9994	19,6022
47,2846	9,1325	14,4710
64,0222	8,0101	19,2396
61,4705	17,4000	14,3172
54,9298	7,9967	20,0136
61,6448	8,6430	20,0965
60,3200	13,7514	19,5805
60,0618	16,4212	17,9003
58,0812	15,6126	17,6294
57,1631	14,4754	16,8628
58,6803	12,3840	16,6538
63,0106	10,1265	16,9822
62,0002	10,3581	13,6060
59,2712	9,7748	21,9250
63,1358	9,0450	21,0575
61,6744	13,4759	16,8526
56,5451	17,5265	18,9171
59,4348	15,3286	17,4086
55,2239	15,8885	15,3790
63,6050	12,6459	16,3013
60,6899	12,4566	17,3706
59,3668	12,3775	16,6998
63,4707	12,4289	17,6610
60,6163	15,6536	17,7729
44,2358	9,0070	10,3117
63,4353	10,2971	20,4601
62,1560	9,5422	15,8672
66,0698	9,7523	16,5997
64,9102	13,2326	13,6383
62,3880	5,4150	17,3964
51,6260	10,1166	19,7015
68,3910	6,0756	18,5192
62,4958	8,3923	20,3979
57,7985	12,6874	16,3590
58,3627	15,3019	18,1357
55,7344	13,4802	14,4780
58,3129	12,3238	20,1474
57,4636	13,5500	17,8608
53,4749	11,1761	19,7786
58,1993	14,6232	14,6709
53,9130	9,8817	19,4071
59,8008	7,8360	17,4259
52,1304	10,1372	15,2823
58,5964	18,7611	15,5253
66,2997	9,0243	14,7502
53,3156	14,9195	16,0826
62,1827	16,2376	16,0837
66,1782	6,9437	15,9153
67,7385	10,2260	12,9287
63,9013	5,4384	11,0693
68,9815	4,6534	12,1243
56,6319	13,4159	18,8491
58,8688	13,0200	21,0673
55,8954	13,4895	17,7043
60,0831	13,6278	19,7384
57,0818	14,9521	16,5044
60,8249	11,7952	15,6191
56,8844	13,2972	16,4745
51,1363	11,5595	12,5333
57,6659	16,2922	19,6781
57,2513	12,2508	18,6100
56,2566	10,8848	20,6078
57,0456	11,6428	20,1135
60,0213	10,8878	17,4944
58,8002	14,8010	15,1922
56,4838	9,4604	19,1721
55,4980	7,7911	19,8273
57,5034	9,7278	19,2456
66,5388	6,5359	18,4725
48,1199	12,6917	16,8078
54,6288	11,5834	19,0767
58,8830	10,9552	20,4563
51,2186	11,7617	16,8068
54,6161	13,8718	19,3894
61,1793	8,5412	19,9568
60,8807	9,5149	16,0094
57,3992	7,8118	20,2555
59,7034	9,1398	19,3576
63,1098	10,5187	12,9636
58,2528	15,0892	13,2098
65,6652	10,2579	13,3317
65,8580	8,7066	17,2500
61,5008	12,6608	16,4062
59,1421	10,1637	16,8466
67,2631	8,0614	12,5189
60,8934	7,3926	16,9123
66,2802	5,9966	15,1269
59,0478	9,9157	17,1960
60,4934	10,1243	18,2112
66,5436	11,2554	17,6152
63,4978	11,4637	17,6475
66,5437	11,7345	17,5747
68,2334	5,8977	16,9371
66,4378	8,5489	14,3885
65,3075	5,9897	17,6789
68,2602	5,1367	17,7334
60,5113	10,9168	16,5738
62,1792	15,3381	16,9885
65,4346	10,5120	14,6168
64,9180	10,1248	17,0117
63,6722	12,7793	18,0667
62,3180	9,3427	18,6506
63,9382	11,9677	14,8192
61,8218	9,0086	20,3080
65,8904	7,2082	18,4443
59,6585	12,8059	17,4058
60,7032	12,0782	14,5635
59,4808	14,5580	15,2296
50,0263	15,6749	17,8642
46,5913	8,3140	12,4270
51,7318	16,1432	15,4890
60,8378	10,4365	12,2878
53,9059	11,4826	20,6711
59,6645	11,8633	20,3236
61,8825	13,9348	17,1528
59,5542	14,8250	17,6537
60,0631	15,0536	13,2932
50,5168	13,6563	15,5578
47,1558	8,5243	13,6493
56,9371	10,0671	17,3819
61,9486	11,4627	13,7185
46,9110	9,3315	20,4359
57,3286	9,5391	17,2276
56,6948	9,9745	16,6432
62,5059	14,9572	14,8326
62,6730	13,1288	18,8147
53,6321	9,3364	16,3012
65,1659	11,8801	17,1747
68,9114	5,0722	15,2089
63,8964	8,4664	15,7048
63,4355	5,0256	16,5691
70,6796	3,5434	14,7141
57,0071	12,3416	14,8175
58,8884	15,4410	16,3098
56,6022	16,0264	15,8324
61,5266	12,8085	19,3559
61,5476	14,5096	18,3161
63,9194	8,3211	20,8005
66,5148	10,3107	13,8855
61,9887	7,1924	15,5263
67,3593	7,5888	16,3886
62,1052	12,6138	17,2492
62,6498	15,0039	17,8872
66,1310	9,2050	18,0078
65,7602	14,0653	20,0599
56,1186	9,0785	14,5478
66,0281	8,8263	14,1970
64,8110	12,0725	18,1571
66,0249	5,0078	18,3841
67,7336	5,4263	16,9353
56,4837	14,2934	21,6740
55,5949	14,2873	19,7763
59,1825	12,3644	18,6239
51,5815	15,6383	17,7037
45,1097	6,5530	14,5405
56,2467	9,2248	16,7204
55,1246	12,9891	18,5435
54,0242	8,5404	20,0203
61,9997	8,0561	18,1581
61,6452	10,1319	19,8234
57,2235	14,6376	18,6535
65,7804	8,9339	17,5724
59,7244	10,0967	20,4679
59,1022	14,7076	18,1009
66,1548	6,8307	19,1959
63,8626	7,0486	15,8730
56,9700	9,0187	21,2835
64,4968	7,3148	20,1066
62,5291	10,0920	17,4111
62,0997	12,5079	16,6506
65,4704	11,4692	16,3219
63,6232	10,3311	18,6092
61,9215	13,2789	16,3711
64,2247	7,8244	17,2869
64,6831	9,1674	13,4035
64,4859	6,9342	17,1414
66,9344	6,8785	14,9374
56,9297	15,0754	18,0728
57,9977	13,4570	18,6338
58,9817	13,2048	20,4757
56,8570	13,9961	17,6655
41,4602	7,8359	14,2374
58,4236	12,0131	21,0858
61,7585	10,1247	15,1447
54,2510	9,7816	18,7715
58,5594	8,3727	20,1738
60,4813	11,8906	19,7259
59,4899	13,0883	20,6829
54,7556	13,9849	15,0893
55,3645	11,2672	14,6420
42,4005	4,7337	9,9639
59,7521	7,9938	17,5190
62,2089	13,7672	14,5802
51,9288	8,2151	19,8084
62,0428	8,1200	18,9177
53,8895	13,7971	16,1357
56,2153	15,5107	16,1104
62,8068	11,1138	18,2873
54,6510	12,7616	15,8164
57,6752	9,2642	13,6378
57,3935	8,0615	17,1672
62,1253	9,1109	14,9915
53,2639	7,2487	18,9102
62,0320	8,5461	18,3192
53,4464	14,5346	17,7424
55,0238	17,0993	17,4169
56,6604	10,9948	18,1493
55,4081	16,6149	13,1944
52,5737	11,5841	12,8101
58,9680	9,3976	16,7176
63,6008	9,9102	13,5606
57,8633	8,4683	17,8921
65,7358	5,7915	14,1446
58,4567	13,1513	19,8021
59,6683	14,4670	20,0362
55,6923	12,6222	18,5546
58,4718	11,1668	16,7254
56,3222	15,6473	16,9927
60,5436	10,1777	16,4288
61,0079	12,9315	15,7206
61,7443	5,9553	18,0367
53,9499	11,4614	17,3305
60,9721	14,7990	18,3401
59,2222	12,5951	16,8279
52,7388	9,9930	17,6693
59,2586	13,3602	17,7012
62,7732	8,7391	19,3343
63,7705	10,4938	16,3073
63,5038	6,6049	18,3073
66,8159	5,2778	17,8497
58,5280	11,0466	18,6549
58,4641	13,9733	18,7519
57,4339	12,2890	17,6723
54,8905	11,6393	19,8005
53,9034	11,0640	15,0315
57,7341	8,5883	16,3407
62,4172	12,1222	14,8061
54,5366	8,4623	18,8988
54,0927	7,8960	19,4647
67,7845	8,6773	14,6209
61,3885	13,0064	15,7578
64,2682	12,4885	16,2740
54,8711	10,0073	16,6739
66,4402	12,1371	15,9182
64,2726	5,8862	14,8064
64,1975	10,6750	13,8202
65,3428	6,9899	15,9318
70,1408	3,7542	12,9658
55,2492	15,3408	17,1747
55,2929	16,4497	19,2644
57,8628	16,2149	17,9280
50,6660	12,8734	17,8547
55,7159	17,9462	16,9694
54,1219	13,1429	18,4461
57,5346	13,8403	17,6731
54,7527	11,0087	21,9089
58,1682	8,5298	22,4857
61,6676	11,3106	14,1239
64,1345	14,1198	15,7145
61,7136	14,0243	15,2119
55,9073	12,0189	16,8200
60,0125	16,2776	13,6755
62,4270	9,5516	19,4390
63,4074	8,7391	16,1263
64,2241	6,3161	18,9137
66,1884	5,8088	17,4576
59,3132	8,7678	14,6988
54,6972	15,6515	15,6802
60,9593	11,6779	18,4226
48,7328	9,5655	18,2366
58,2294	16,1332	17,7531
64,8140	7,1126	16,0929
57,3241	10,8506	14,1172
66,0274	5,7330	14,8253
66,3236	6,8062	13,5737
51,8025	10,6909	18,7146
57,1080	14,3304	16,9786
64,2435	12,3138	14,7142
38,4701	9,2968	11,1141
58,6077	15,1109	18,4038
66,2678	5,6514	18,6901
64,3192	9,6817	14,4528
61,4789	6,4279	19,7724
67,8950	4,7184	15,9275
51,8025	10,6909	18,7146
57,1080	14,3304	16,9786
64,2435	12,3138	14,7142
38,4701	9,2968	11,1141
58,6077	15,1109	18,4038
66,2678	5,6514	18,6901
64,3192	9,6817	14,4528
61,4789	6,4279	19,7724
67,8950	4,7184	15,9275
55,3305	11,3259	17,2183
57,9084	14,1752	20,0033
57,4698	12,2841	17,1398
34,7172	12,6939	15,9098
59,1913	13,6255	19,9866
55,5318	8,8582	17,6425
60,4552	10,3850	15,8748
55,3155	8,7228	15,7738
57,2294	9,3455	14,3256
53,4288	11,1046	18,2294
52,2932	13,8930	19,0315
53,1173	11,5222	19,6245
53,0714	12,4769	17,6251
50,5969	15,6091	18,1618
52,9321	8,0416	18,3481
58,3186	10,2118	19,1053
57,5705	8,5992	16,4720
62,6819	6,5991	15,5787
58,6494	13,8217	15,6600
57,7196	15,8472	15,5892
56,8428	16,1135	14,2491
55,6732	17,4788	12,9623
54,4105	12,8061	16,2845
61,2459	7,8536	15,4878
60,7771	12,4241	12,8251
45,7244	7,6654	17,0193
60,3147	7,2004	16,3641
57,8736	10,7374	15,6414
60,9868	17,7760	16,0178
60,5558	13,5748	15,7272
43,7018	12,2070	15,3627
62,1509	15,8320	17,3132
62,8160	11,9232	16,3558
67,2094	10,0656	12,6935
68,4262	5,5927	14,5286
69,0942	4,2837	12,6736
55,6159	15,3020	19,3737
55,2292	16,0924	15,9817
60,0562	13,5241	16,8591
47,2886	14,7322	14,3613
54,6088	12,9374	17,9938
51,1997	10,5673	15,1272
56,0749	15,9836	13,8454
44,5494	8,3905	18,6752
52,6172	8,3913	19,5000
61,6642	9,3871	16,0320
60,4789	14,7562	16,6349
64,0227	10,7702	15,6663
59,8303	14,7983	14,2740
64,2669	13,2176	17,5934
62,1065	6,8479	17,9834
63,3955	9,6320	12,7242
60,5206	7,7995	17,9050
64,0560	7,2764	16,1889
57,8422	11,2439	19,8978
55,9352	12,6334	18,4897
55,1435	9,0988	18,0520
54,9496	9,6863	20,3431
37,6016	6,4900	12,0905
55,1917	9,4406	18,7094
63,9510	7,9136	13,9122
47,5664	7,7127	18,0168
58,7123	7,9768	20,0586
55,9396	13,1553	20,8188
57,8511	13,6459	18,3190
56,0004	11,9537	18,4230
40,6922	10,9824	15,8620
47,6386	7,6633	13,2034
57,5164	8,6775	19,3286
59,0304	13,2593	15,6404
52,3508	7,3828	18,0217
56,4359	7,5659	19,3180
56,9586	17,3245	14,8313
57,9056	19,6074	14,3493
59,5335	14,9761	15,3467
57,6451	17,1857	11,9142
43,4608	7,0363	9,7926
63,7011	8,6516	12,6529
64,1733	11,6509	11,9247
59,0356	7,3060	17,2451
65,0272	5,9257	14,4063
58,8971	9,5073	15,6120
55,3474	10,8032	16,5869
56,7699	9,3248	15,6270
47,7017	12,4839	14,9254
48,6763	6,6703	12,6002
53,3912	8,4104	15,9536
59,1435	9,1627	14,0043
53,8251	7,3695	16,6427
57,6641	7,1423	17,1373
51,1677	10,5086	16,7786
49,5573	15,1436	15,6030
51,1607	9,5706	14,9660
32,9460	10,4552	16,0021
42,1510	9,0439	12,9342
50,5491	8,5475	16,2996
54,5707	12,1134	13,2876
47,5394	7,0553	16,9106
53,4095	7,3504	16,4681
57,8757	9,4701	14,5382
58,9967	13,1580	15,8637
59,7824	15,4908	15,8502
55,7512	10,8473	15,9797
59,4001	13,5629	13,7439
59,8157	8,6538	14,8218
61,5642	9,6888	12,3426
57,2622	8,4536	17,6436
61,1132	8,3285	14,6410
60,0950	10,3091	18,0860
57,0797	12,2921	18,6826
60,9849	12,2255	18,9090
56,9071	10,7920	18,4252
57,8836	14,6450	18,9092
59,6622	7,3855	16,7043
60,5544	9,7182	12,9544
61,1333	5,2700	15,6384
63,0481	5,5389	14,9219
64,6279	9,2131	13,6404
62,4844	10,8912	13,8847
64,2368	10,3331	12,9692
53,3132	9,7312	13,8242
63,8795	11,2056	15,6108
63,0095	6,9608	14,2379
62,4708	7,3545	11,8102
64,2761	4,8148	15,1512
65,9496	3,5455	11,3003
46,3377	9,2110	17,0090
59,4293	11,8861	19,0086
60,5133	9,6257	19,6837
55,1711	6,6500	15,3329
57,5747	11,5959	17,5653
61,7395	7,4909	16,0635
59,3438	8,2992	14,6551
59,2724	6,2230	17,3383
61,9236	5,8517	16,7279
53,2351	11,7598	16,6713
50,3180	16,4368	14,2313
50,3387	11,2381	15,1346
48,5627	11,3520	17,0740
50,6784	11,2725	15,3447
52,1915	10,8253	14,4721
54,5827	9,6627	14,2979
48,1784	9,4552	17,8587
54,4865	8,7478	16,7684
58,5041	12,4644	19,3302
51,9053	11,3679	17,5790
55,9581	16,7758	20,4131
45,9888	9,6638	13,0411
55,5367	15,0074	17,7389
60,8144	7,3900	17,8109
60,7556	9,2436	15,7785
61,2688	5,9911	16,3285
64,2128	4,6346	15,8534
59,9514	10,0418	11,4673
62,6372	11,6040	13,7190
63,6681	9,7687	14,5102
59,5811	16,4805	11,6429
60,6243	14,4963	10,2060
62,9892	6,9434	14,8820
65,5262	6,7524	11,1973
59,7230	6,4823	17,5377
63,5655	5,5839	16,0932
50,4256	9,0191	14,9485
48,9947	15,3430	16,8732
50,2906	11,0509	17,0993
46,3755	13,7702	13,2218
49,0146	9,9210	14,1863
53,9900	8,4885	14,7842
51,7535	14,7605	12,6112
47,6685	7,2773	15,6960
56,0128	6,6097	15,5003
55,7863	12,6196	17,2266
53,9653	15,8748	14,6682
55,1675	10,1452	15,7057
55,1743	12,1285	15,1963
47,3606	10,0413	10,8507
53,3491	8,9421	18,8768
53,6594	12,9169	13,8173
54,3064	6,3916	17,6100
57,7193	7,5455	18,2566
61,7118	12,1168	9,8293
58,9009	15,4726	14,7732
60,4549	13,7868	11,0383
50,5509	11,0553	13,5112
57,5738	16,2931	13,0981
59,5762	9,3554	12,0066
56,4858	13,8407	13,6047
61,4829	8,9326	11,4798
62,2293	7,5451	11,0236
60,5214	7,9047	16,5266
59,7501	11,9440	16,7442
61,4661	7,9851	17,1835
55,6394	14,9924	13,5244
59,6730	11,0795	17,6516
61,2317	6,6548	17,5826
58,8734	9,8919	15,5909
61,3072	5,4080	16,1759
63,8137	4,7180	16,1930
50,5934	10,7588	15,6486
51,3726	13,4634	15,0807
49,7454	9,6502	16,4876
49,5415	12,9123	13,3126
44,6468	6,4788	12,4003
52,1170	7,6415	15,4692
53,2047	12,7958	12,9417
52,2435	7,1702	17,6209
55,9842	7,0417	16,8617
53,5150	11,2864	16,7979
35,6178	9,8362	12,7061
54,1486	8,1660	18,9372
40,3120	8,5254	16,3213
53,3052	11,3190	18,2355
47,0128	7,8168	17,1358
57,2344	10,4220	15,4898
54,0897	6,1490	17,3991
57,5531	6,0910	16,7595
57,4334	10,5997	16,0098
46,4946	11,3871	11,2341
55,0245	8,2512	14,2601
46,4811	10,0814	13,3584
50,2106	8,3993	11,1664
60,3652	5,9536	15,1676
58,8624	9,4932	13,3279
52,7790	7,4005	15,2560
53,3481	8,1456	15,0264
56,2792	8,7236	12,3192
59,1832	9,7230	13,4372
57,8791	12,6578	13,9951
38,9883	9,9923	12,2574
58,3286	11,0028	13,0334
59,8677	6,6662	14,7173
60,7574	11,0733	13,3324
58,6940	8,0107	16,3332
60,3555	6,8295	16,4393
56,5319	10,6501	17,1087
52,8544	12,1595	13,4505
51,4241	10,5862	15,4363
44,0361	13,3444	17,0244
47,0542	8,5954	13,0109
52,0306	11,0010	16,3319
58,3272	12,3550	13,4606
47,2082	7,9965	17,1298
56,0722	7,6489	17,8704
52,2050	10,3532	17,9089
51,6039	10,2341	14,8841
55,3487	10,6117	15,5691
49,9981	12,6363	17,2584
40,7384	5,6698	9,7231
51,2882	10,0276	16,2011
58,0486	10,9543	13,3636
47,5619	8,0705	16,8375
52,6147	7,6444	18,4556
52,5493	10,2043	14,4025
55,8431	13,3823	14,4608
57,6887	12,0671	14,8633
46,3233	13,0591	11,7997
52,5499	6,2503	10,5735
58,3612	8,3276	14,2006
61,0924	6,6047	13,6583
54,9026	7,3569	17,1196
60,8010	6,0434	15,9895
46,8456	10,8307	15,5659
49,9054	15,9032	17,0436
47,5960	12,8897	16,0130
44,3883	13,0385	15,6140
41,9908	5,4308	9,8763
31,9348	9,1393	12,2622
56,2953	11,4722	13,3836
51,0615	6,5269	16,4861
46,9870	6,6817	14,8310
60,1914	9,0865	13,2470
56,6393	12,7293	16,0101
60,4530	9,9050	12,2590
44,3843	9,7760	16,0035
58,4472	6,0944	14,4333
60,0777	6,6143	10,9158
58,1533	6,3041	15,7148
59,9567	6,5335	14,9113
58,1493	10,5290	13,5163
54,8483	15,5703	15,7437
59,5533	10,4340	13,1948
58,0888	9,9294	15,2264
54,8690	16,0596	14,3334
56,7918	7,7618	16,9566
60,5670	8,2178	16,4558
59,8863	6,6758	16,3104
62,8162	6,3341	14,6477
48,5051	11,0689	13,4699
55,9790	11,8695	13,0101
62,4279	11,3520	13,6170
59,1159	8,1012	14,4253
60,1513	13,2187	15,3272
58,2606	6,5870	16,5176
61,6530	8,5246	14,1186
60,7428	4,7433	16,4808
61,6574	5,5014	15,5383
58,2340	11,2362	18,0634
59,1544	12,7833	16,0580
58,3275	8,6560	16,8219
58,6549	10,7247	14,7822
47,4024	6,0723	11,4809
57,1070	9,8299	16,0602
54,1611	10,6631	20,3786
48,0850	6,5842	17,6743
53,9180	6,5405	18,3061
60,0069	9,0699	16,7870
56,5703	11,2732	15,4295
61,9779	8,8894	15,1733
62,1647	8,3384	15,8367
60,6606	12,0340	15,1985
55,7958	7,2183	15,8464
59,0885	9,3603	13,4830
61,2924	7,0620	15,5739
62,7650	5,3532	14,5616
54,1089	9,3756	18,3195
56,9203	12,1635	14,6023
57,3623	12,6119	16,1451
55,2394	10,4409	17,1688
57,8596	12,5278	16,7281
54,4696	9,3820	18,6155
59,2310	10,0170	12,1650
55,8927	6,4866	18,2577
58,8875	5,9920	17,9218
57,6331	6,3227	13,4486
61,6046	11,1176	15,1307
62,6902	6,0716	13,3241
46,0360	10,8934	14,3384
62,3307	9,5922	13,3213
58,8884	6,2019	13,7946
61,1800	8,4991	12,5926
63,5054	4,2548	12,9938
66,1199	2,6602	11,0993
53,8613	15,3885	12,1638
52,0516	17,4468	11,6704
56,4751	10,8858	14,9940
56,7601	12,9783	12,9990
51,1877	18,0486	13,2731
52,9257	10,1602	13,0425
54,1707	14,9141	10,7602
55,8705	9,0006	15,0782
58,1307	8,4599	13,8427
58,0317	10,6437	16,0936
59,0198	13,1879	17,1065
58,4534	11,1174	13,3842
56,4819	7,9156	17,3106
62,0676	11,4192	15,7102
61,9034	5,7765	15,4282
62,4651	7,6336	13,8718
63,8503	6,1381	15,4411
67,4479	2,9959	14,8264
59,1818	11,1333	14,1271
59,5745	12,9711	13,4552
61,4859	9,0965	12,1971
54,6757	10,0538	13,8069
51,0740	5,5459	7,4592
57,7544	7,0045	15,6739
58,3467	10,5510	12,1937
52,4202	4,6219	15,0134
