L	a	b
67,2912	3,2193	13,2129
64,2983	6,7868	12,2681
54,8518	11,0632	19,2011
56,1501	11,5954	16,1715
51,0730	9,1109	18,1670
53,4066	9,1832	21,4354
53,0923	8,9066	18,4840
57,7857	14,5614	15,2657
60,7373	6,0462	16,8228
64,1364	7,5458	17,2912
44,9650	8,9953	17,7838
55,3967	12,4942	17,9700
50,6039	13,6050	17,4542
52,3110	14,7419	14,5921
56,9220	8,6618	17,4441
51,4585	8,9874	19,3853
54,8793	8,4526	16,6450
58,1342	13,5628	16,7789
59,1342	5,2905	17,3796
59,9731	15,1224	13,0373
55,3642	7,6998	17,5597
54,7674	12,7341	16,5674
56,5391	8,7548	18,2524
54,4896	9,6436	18,4355
57,4748	7,1117	16,7732
51,1975	10,1119	21,2887
55,0304	8,1494	16,0649
58,3549	9,8337	17,8024
59,1617	7,9613	16,3235
55,4480	11,2178	15,5560
50,6605	9,9429	18,3731
54,3683	13,9061	16,1240
57,7176	11,2294	20,6270
65,3551	9,5970	17,9293
63,5102	8,5214	19,4071
56,8430	6,9557	20,1644
60,4564	8,1299	17,5403
64,4629	12,0188	18,7744
65,6721	5,1540	16,4271
61,5674	20,3344	15,8774
61,3220	7,8485	18,6903
62,4040	11,5059	19,9153
45,1777	8,8221	18,2467
46,0268	9,3865	18,0244
42,6950	8,7568	16,2122
49,0474	9,1986	21,3456
39,2419	9,1628	15,1725
47,8161	11,2601	18,7694
50,6414	8,0054	20,6022
57,1232	4,9817	14,3752
43,7741	9,6428	17,2622
45,9652	10,5585	18,7022
50,8855	13,0256	18,9820
52,7714	10,3004	20,0122
44,6711	9,1811	17,0953
44,4395	9,8486	20,6405
49,4804	9,6463	19,4309
54,3191	14,7739	20,2930
53,0684	6,6142	19,3813
61,6894	9,7146	18,9590
44,9410	9,9311	18,3734
44,9274	8,1256	15,7271
52,7909	12,6738	18,8810
53,1616	11,6223	19,8432
52,4777	10,9937	19,0128
48,2679	9,8414	18,5471
49,6407	9,8535	19,8039
55,3011	12,8257	19,9244
48,4745	6,6461	18,0156
66,3984	3,6409	18,5957
39,4368	7,3667	15,6008
46,8154	9,2736	13,5357
60,3140	9,3729	17,4095
64,2472	8,4786	14,4714
62,6399	6,4441	15,6798
57,1734	7,5822	17,4108
60,2904	8,7839	15,2712
63,4086	9,6534	15,6293
62,4384	6,4186	14,1079
61,0602	16,3488	13,5310
58,4328	8,7082	15,6660
63,3395	14,2379	14,7902
49,4383	14,6776	16,7500
53,1574	14,5794	17,4190
52,8763	11,2088	18,5213
51,1344	10,0962	19,8501
45,8203	12,2206	17,0885
57,7468	13,6511	17,9556
49,2842	8,5335	17,7195
59,0937	16,3865	14,1174
47,6314	8,4920	18,5350
46,5444	10,9731	14,1931
57,0414	9,9977	16,7972
59,0499	11,3754	15,6827
59,1619	7,7612	17,5743
59,1673	6,2036	16,2254
56,8120	8,8155	16,7768
59,3176	12,7967	17,6489
60,3566	5,6847	14,6734
61,4451	14,1322	13,9112
55,9266	9,0729	16,9680
56,6993	14,1981	15,6469
47,7124	12,1021	17,0370
41,3423	12,5544	14,7741
46,2215	8,2522	13,0611
42,5147	9,8741	17,7522
40,5102	9,6170	17,1227
48,8031	16,8947	17,7799
45,6642	9,2947	19,5159
53,0950	15,8847	14,8670
46,1218	8,6306	18,5459
50,7827	6,3925	10,0764
49,1846	11,8998	17,5456
49,3970	12,3623	16,8936
46,1769	8,7557	16,4881
43,7128	8,6802	17,5046
47,6197	9,5623	16,8256
51,2171	12,2744	18,0181
50,0520	8,4441	18,6697
54,4644	12,7589	15,0644
46,2534	8,5375	19,1208
49,4181	12,0682	17,3267
49,1722	10,3012	18,8811
49,8859	10,4309	18,7247
48,4055	10,1390	18,6629
44,8245	12,2312	19,6093
43,9920	9,9989	17,7987
54,0133	13,9081	19,5417
53,2835	9,5802	17,9770
62,3911	4,3516	15,5019
48,5810	10,5938	21,3623
40,9951	6,2909	12,8347
48,3703	5,6252	16,9826
57,1536	8,0288	19,9265
56,5052	6,6850	22,3430
45,5640	8,3656	21,2498
52,2642	7,4701	21,6121
61,5873	7,7957	20,1276
53,9256	6,4093	22,1373
63,6586	7,5116	17,7348
44,5425	9,6804	22,0875
49,8156	6,8971	17,2636
44,1361	12,9280	17,0756
46,0796	12,6988	17,0935
43,2761	9,7489	15,9647
46,0980	12,2357	18,0066
42,9723	11,2618	15,8691
46,7189	14,6509	17,2863
51,3375	8,7340	18,0377
53,3661	14,6870	15,3038
40,2556	8,1600	15,3860
43,8621	10,8562	13,7612
47,5065	10,1703	20,0492
51,2801	10,5872	21,1052
49,4281	9,8314	21,3947
44,8877	9,8440	20,3714
45,3601	10,5217	18,8220
50,4268	13,7224	20,7943
50,0799	8,4400	19,2001
61,0000	13,7223	15,1089
44,2870	10,8748	18,6332
53,2732	11,8600	20,8328
54,1669	12,7990	19,1095
54,7203	10,5382	20,1254
56,3010	8,8721	20,5720
55,1663	7,2629	21,3188
56,3105	7,4374	20,4200
57,5908	13,0025	18,3635
59,7528	5,7778	18,5208
58,9647	11,5648	14,9946
55,3484	7,3642	20,0389
57,2787	11,6589	17,9714
48,0677	11,1338	20,1273
50,2229	8,8770	21,2826
48,9806	9,9491	19,7063
48,4960	9,1654	20,4643
41,3617	10,4153	15,6548
44,5949	11,0164	19,3737
48,6469	8,2582	18,5425
53,1900	12,4869	17,1457
43,9744	10,4619	17,9613
52,2307	11,5945	21,9589
41,3644	12,3462	16,8138
44,8501	10,0042	18,0169
46,4380	10,0861	18,7500
39,2941	8,2145	17,2505
44,9966	10,0031	16,4911
47,1083	12,4275	17,5120
48,8998	8,7272	18,0551
59,0018	12,7443	14,7947
45,7372	9,5771	17,1023
47,7548	13,1713	16,4367
48,7998	11,3249	19,1265
47,2339	14,7442	18,3349
47,0949	12,8477	20,0532
43,4083	12,2743	19,6443
38,7935	12,0343	18,0075
51,9386	13,2012	19,2996
50,1338	9,8165	20,7742
64,5851	6,0130	17,1447
39,1755	11,0929	17,0216
44,0488	9,5658	14,8171
45,0183	14,6572	18,8526
45,5321	14,2282	19,3671
44,8796	12,6718	19,8735
40,6496	12,8907	18,6379
40,7267	12,5371	17,7029
52,0517	14,4010	20,2352
48,2353	10,5921	20,2039
60,1402	14,7140	14,6850
42,4214	12,2058	19,0560
42,8647	9,7632	15,2480
47,2480	11,6984	18,6971
46,2273	11,2404	18,1708
45,7815	9,8805	19,7486
48,9513	10,8062	22,4229
39,7681	11,2314	16,7080
46,3112	13,9553	19,5078
46,0459	10,2218	19,3976
53,8896	9,7462	19,1918
42,1119	11,1604	18,8811
41,1660	8,7684	15,0928
53,5837	11,7526	17,3333
51,2065	10,9462	17,0593
49,9456	7,7072	16,9385
52,3955	8,1274	20,3531
45,7003	10,9085	18,2094
53,8875	13,8761	18,8484
53,8596	6,6861	15,0854
57,5699	18,1333	14,3295
45,1644	10,1198	17,9568
49,1476	10,7425	14,1147
49,8563	13,3113	19,4926
50,0822	12,4085	18,2886
57,1363	9,3432	18,5558
54,6159	9,5066	21,4588
45,5784	11,7518	19,6903
49,8178	15,4156	20,5066
52,9236	10,2903	20,0213
66,0372	3,6090	14,9461
49,2094	10,6253	21,1884
57,6581	13,1196	15,2992
54,5256	8,7474	20,4990
58,5553	8,4720	18,8534
54,1446	7,6320	20,7558
48,1215	9,3061	21,6914
48,4743	10,2632	20,1554
56,5708	11,9342	18,4802
51,8886	8,2002	20,6402
61,3699	8,9711	17,5338
48,4956	9,1872	17,4721
53,5372	12,1822	17,8441
51,4751	9,6388	18,9436
52,6976	11,3050	20,0548
54,5978	9,0604	18,8938
52,4955	8,5535	19,0909
46,6879	12,5710	16,7171
55,5195	9,4262	20,7415
49,5245	9,8279	16,9263
63,6159	6,6809	16,2540
45,2157	9,1410	17,4457
55,3358	13,1039	17,8465
44,0340	10,9777	19,5220
50,2813	12,0089	22,3000
51,8788	10,5873	22,5542
49,1063	11,3217	22,2074
39,8210	10,1598	17,1260
50,6303	12,1113	22,6482
43,5027	9,8946	17,9947
36,2115	1,5056	13,1018
41,9777	10,7848	18,6502
49,4165	12,2746	20,7537
51,4274	8,0215	22,7829
56,2951	6,7881	21,6516
55,5813	5,8807	23,0225
51,2595	6,3801	25,0322
47,1347	8,8153	21,0595
53,5416	9,9240	22,0626
49,8022	7,3417	23,1301
56,7450	9,4203	13,8299
49,9120	8,5525	22,7263
54,5919	8,7153	22,0652
55,4683	9,7314	20,1904
56,7505	9,7873	18,2093
57,6881	7,7916	19,0558
55,4853	7,8633	20,2479
51,1200	6,7753	16,5217
56,4803	11,8247	18,6052
54,2736	8,2159	18,3086
56,6615	8,5012	13,7790
54,8094	7,7988	19,8877
58,6710	10,6861	18,5543
45,5761	11,5107	18,8423
50,2934	11,3646	19,1789
49,8260	8,6463	19,5949
48,3515	8,7165	20,0992
41,2523	10,3199	17,5498
50,7557	13,4176	20,4736
46,8023	11,1858	18,2234
24,5452	8,4328	10,3749
43,9931	10,1470	18,5377
50,7048	13,9700	19,0305
45,3803	15,5135	15,7561
50,9844	11,2409	16,6853
53,2716	9,1435	18,9091
46,1698	8,4685	18,5210
48,3225	10,3884	18,0943
54,4266	13,4257	17,6789
53,1485	7,1583	17,7793
59,4018	15,5484	11,7971
49,4770	8,8014	17,8741
53,3391	14,1362	15,6392
36,4061	8,4217	14,2113
55,6192	10,0345	18,7955
52,9400	8,3300	20,8911
51,5322	9,6189	21,1347
47,7980	10,9626	19,4667
55,7712	12,2899	21,5855
52,3314	7,9917	19,4122
56,6938	12,4982	13,5807
47,7986	10,3810	19,5997
52,1168	10,2689	19,3609
54,5147	12,4108	18,7756
60,3832	8,8197	15,5867
56,5404	10,1229	18,6066
55,7015	8,0002	17,7614
59,1001	8,5239	17,5226
62,6782	11,3728	16,6469
60,8264	6,0536	15,6475
56,7817	10,8481	11,6261
59,8855	7,4268	18,8389
55,0392	14,9176	15,9117
51,9193	10,4384	21,1202
55,3166	8,8189	20,5519
52,2701	8,8656	21,2561
49,5349	8,7197	20,6229
44,5604	10,4915	17,8115
56,5977	10,9487	20,2679
49,0696	9,4727	20,3586
64,6240	7,1343	14,4817
46,7146	9,8612	18,5045
52,5365	13,4722	18,7222
48,8088	13,1256	17,4984
46,1392	13,4064	16,6005
45,7284	9,0483	16,4617
40,5235	12,1335	18,1641
38,8795	12,2708	16,2718
48,4455	14,3369	18,6532
50,5594	8,7627	18,3584
51,6462	10,7921	15,9808
39,2887	9,9015	16,4675
38,1879	7,8874	12,6500
48,1722	13,8176	17,8211
47,8146	13,2356	18,1376
46,5085	8,7943	17,3939
56,0391	9,6757	20,8100
48,2793	9,8818	17,5470
56,5600	11,8531	18,2034
58,9222	5,9961	13,9415
56,4491	12,7466	14,2349
52,0245	7,4343	16,5104
41,3534	4,0767	10,2529
55,2470	9,9508	15,2804
53,3668	12,5686	15,3957
54,9166	9,5748	15,9132
53,3856	8,7882	19,8253
49,1763	8,2882	18,4332
61,7526	9,7387	19,5439
53,3812	8,2054	18,0818
54,2009	9,3378	14,0863
47,8513	8,9750	19,2900
54,7276	14,0485	15,5477
49,0613	10,4570	16,6617
54,8973	12,1512	18,6096
53,9785	11,7215	18,6614
52,8864	10,5784	19,5176
48,6397	8,8959	16,8446
56,9502	12,6354	19,2611
52,8227	8,7849	18,7045
52,9355	7,0787	13,5427
49,2336	8,3130	17,6651
53,9898	14,7198	16,9037
48,4870	12,6971	17,1860
46,0186	13,4513	15,5020
46,2062	9,4727	14,8832
46,1142	10,6758	19,7967
41,6434	12,7015	17,6459
51,0116	14,2456	16,9038
46,0729	10,4757	18,4300
57,7943	8,5427	18,2798
37,4388	11,2792	15,8911
41,7021	8,4411	11,4943
43,0797	12,1963	14,9205
40,7227	11,5457	12,8844
40,9066	9,4803	12,8411
39,1017	9,5174	14,5238
42,7103	10,4472	15,7151
46,0763	12,6939	15,3796
46,1829	8,3979	16,8278
54,0322	8,7564	14,9197
42,1105	9,7504	16,3070
42,3650	11,0072	12,7799
52,5079	12,8518	17,9798
52,8482	13,6284	15,3205
53,7635	9,6288	18,2465
44,8641	12,4017	19,2396
46,5010	11,4915	19,2526
51,2549	11,6526	15,7644
48,5438	10,4793	16,8689
59,7997	9,3718	15,3190
44,1620	11,3887	18,5814
46,4413	6,8762	15,1906
59,2304	9,3335	20,0037
65,4868	4,8590	16,2814
65,7491	5,0575	16,7659
59,3192	3,6932	18,4820
52,3894	9,2335	17,9430
65,1267	7,9388	18,9665
60,2586	7,3519	18,1670
49,3595	7,7984	13,7887
57,5542	6,1607	19,4538
66,3342	8,5832	16,6230
51,5016	14,9365	18,0698
48,8481	13,8472	15,9968
48,4568	11,9975	15,9661
36,2616	12,7917	15,8504
39,6802	14,0453	17,7670
51,9148	14,3994	16,0165
46,4502	11,8100	17,2631
50,9611	10,5395	15,6163
37,1316	11,4771	14,6841
55,2413	7,8779	10,0697
52,8016	9,9545	20,2375
56,3353	9,6400	17,9269
59,4752	6,7859	18,5579
54,5184	6,1669	19,3466
46,9947	10,8742	16,2420
55,8787	9,1810	17,8534
50,7792	7,0837	16,2730
61,8922	6,3610	15,2812
49,6240	9,1135	17,2980
56,3688	14,6837	14,6912
43,0207	12,4178	18,3842
47,7791	11,5174	19,1807
45,3773	10,6900	18,8845
50,3752	8,8284	21,6834
37,8331	9,9296	12,8150
48,1316	10,4874	18,8122
44,9917	10,2660	16,2982
40,6658	4,1238	13,0000
39,6975	11,0426	15,3703
44,6902	14,2870	17,5228
57,9360	7,5994	19,6934
63,7629	6,1978	18,3975
62,2525	4,9027	12,6843
54,5264	7,1125	20,6304
45,2581	8,1239	17,9989
60,6228	9,9943	19,8799
57,5152	5,6572	19,0405
41,8975	10,7823	11,4872
55,1749	7,9522	20,6551
62,2863	9,1857	18,9282
57,1142	9,6037	18,5609
62,5904	6,9703	15,7815
60,6474	6,4173	16,1978
50,5941	8,7320	19,6512
51,0814	7,9253	17,7174
57,9387	12,8560	19,1590
55,5186	6,3844	18,1564
60,4250	9,8150	14,6083
54,7651	6,8374	17,6812
60,4246	10,2141	17,0185
58,8940	7,2001	16,7611
60,4985	6,8669	15,9200
58,3633	6,3730	17,3010
53,5720	7,3670	18,5890
52,7951	8,0704	16,9805
56,8692	16,1040	16,9183
59,0175	5,3640	16,2007
55,5078	9,4575	13,7592
57,7789	7,2579	16,2367
61,2136	11,3353	15,0850
50,1782	12,0510	19,4779
48,7678	11,9055	18,4214
48,7090	10,9389	18,6010
51,3757	10,6783	21,2732
43,0629	10,5354	16,1492
42,1766	12,7689	15,9621
49,3810	8,8495	18,2632
51,6799	6,5681	14,3578
47,8438	9,6183	18,8893
49,1841	14,0963	16,6586
42,5106	13,5382	16,7190
43,3660	11,3659	14,7410
29,8785	3,1258	7,9993
43,6647	15,4255	18,5168
44,7272	12,3286	20,1409
35,7220	14,0296	14,4442
53,6007	8,1860	19,3674
55,4028	13,4963	11,4376
43,3042	8,3944	15,3346
31,0668	2,3827	5,5054
56,8990	9,1357	16,2274
57,7186	10,1218	15,8153
56,8141	7,6178	16,1495
59,8754	5,0212	16,2614
52,8401	9,5866	18,7277
59,0151	11,9322	16,5088
57,7432	5,8856	14,4814
63,3177	7,2296	14,6385
54,2786	10,1738	18,1958
48,9106	7,1957	13,3762
57,2998	12,2948	16,3216
57,0206	13,0505	14,1997
57,1433	6,7938	15,4563
53,2966	9,1166	19,9691
47,4837	13,3259	17,4623
53,7189	15,9981	16,0944
55,6371	8,8656	16,9250
59,9192	11,5494	13,3678
50,4868	11,4317	20,6042
47,7876	11,1250	15,3729
57,8804	10,0837	17,1095
62,2491	7,9888	16,0680
60,0804	7,2462	17,1293
56,1344	7,9426	19,5127
53,3674	9,4822	18,4978
58,7228	15,5978	16,8949
55,2057	7,1001	17,2969
60,6637	13,3971	14,1164
53,9950	7,5858	17,6749
57,1579	12,7422	17,1397
55,2488	14,1648	16,8461
53,4099	10,9992	17,7096
58,2438	6,9918	17,3199
57,6035	7,3508	20,0201
48,9459	7,6316	17,0419
51,0687	12,7266	17,0549
54,9399	7,8962	18,5183
28,9330	9,9897	10,5344
49,4987	9,8444	20,4685
54,1166	14,0624	17,2845
52,0671	12,8445	18,1884
58,0694	10,8583	20,8451
56,8069	9,6907	21,2001
53,0191	9,3344	21,4017
51,3627	9,8013	18,8160
47,3734	12,8193	16,0671
53,1369	8,8098	17,9156
57,4889	11,6582	13,9743
50,1139	10,2596	19,0912
55,7220	12,3773	19,5178
51,4869	17,7101	17,7004
50,8647	16,6427	16,5096
49,9039	11,7779	13,9508
51,8857	13,9552	17,1549
48,8972	10,4324	17,9765
52,0436	18,4435	18,1224
60,3966	7,4386	16,4545
58,7221	15,2209	13,2450
49,6343	11,7141	20,5857
38,7207	6,0297	11,6955
52,9062	12,2439	17,7547
53,0311	13,6616	15,0713
51,4761	11,1470	17,7485
56,3171	7,9809	20,5341
51,3731	11,3552	18,6969
54,1516	14,2300	17,6695
60,7401	5,1471	16,4353
57,2521	14,8055	13,1500
43,9180	8,3598	16,7404
47,5581	7,6506	11,3597
51,7561	12,8012	19,2288
51,9087	13,7342	15,7021
44,3046	7,0614	14,9704
45,4613	12,7311	18,4302
45,6352	13,2192	19,3767
52,7870	16,3797	18,2085
53,9812	8,9741	16,0966
60,6278	9,0223	17,0573
44,0520	10,1925	18,9558
51,5592	11,5550	18,7828
51,9499	12,3756	18,7571
52,0508	13,7074	16,5081
53,1917	8,5283	17,4338
48,9248	11,8950	20,6076
51,1924	10,6737	19,1073
54,0118	16,0764	18,8785
54,7510	10,4799	18,6863
62,9341	12,6894	15,2938
50,7749	11,4056	20,1796
55,2635	9,6368	19,9177
54,1635	12,7120	16,6034
56,2464	11,6470	15,0818
49,3592	6,7643	14,2933
50,1793	10,0322	19,5442
46,3467	11,9869	16,7005
56,4743	14,1050	19,3716
54,4517	7,9034	17,3889
56,1074	10,0248	16,1790
44,7230	9,5313	16,1329
48,3680	9,8218	17,1362
48,9237	13,2080	16,5597
47,6419	13,8378	16,9998
50,0464	8,8123	16,4923
48,3092	11,9499	18,9246
46,2256	9,4305	18,2632
49,8688	16,4737	17,9887
54,3152	8,5397	18,5341
56,7076	15,8945	16,3214
43,7200	8,3639	16,9719
49,0253	10,4927	14,8360
45,8326	14,9931	13,8930
47,7289	15,6634	13,2853
47,1771	7,3794	12,7604
49,1590	9,7821	19,8811
48,3076	9,9813	18,4858
52,7787	13,6465	17,2254
51,6608	9,0103	18,2063
53,3612	14,2006	12,7634
40,9241	8,8406	14,8607
54,6235	11,2285	18,4611
52,4014	11,7324	19,4492
49,6960	12,1751	18,4208
45,7658	9,2680	18,5717
42,7337	11,0578	18,3392
44,2094	11,5587	17,4737
54,3565	14,3854	19,4721
49,3186	10,7897	17,4896
53,8468	8,8788	11,7181
46,6207	11,4530	17,3927
51,6298	9,5703	18,7831
51,5816	13,8589	17,9062
46,0184	13,1018	18,0127
44,9955	10,4139	17,7795
47,7371	11,9926	18,6459
44,8827	10,2839	17,9549
53,0564	15,5185	18,6749
54,4415	10,4228	17,9681
60,4701	13,6402	13,9703
48,1770	8,9848	18,9869
47,9442	10,0026	17,0358
53,7827	10,2839	18,8780
55,9342	9,5257	18,6533
56,8266	8,5932	20,0697
54,9646	8,8071	20,3849
54,7320	9,4013	19,4442
56,7487	12,3661	18,0742
61,0080	4,1160	14,4069
62,5889	11,6051	13,3655
53,2309	7,7061	18,5252
50,5086	7,7564	11,8508
52,2304	11,7729	17,2556
53,4748	12,1433	17,7867
51,3873	7,7988	17,6960
55,6639	9,9541	21,7617
45,9367	10,1470	17,5107
53,5407	15,0784	17,2977
55,6675	7,4761	16,6668
54,3579	16,8046	12,7325
48,1716	8,5659	17,6740
48,4182	9,4228	13,2938
41,4702	11,5065	16,6229
47,3534	11,3734	18,1438
42,9627	9,8603	17,3750
41,9781	12,2430	18,8102
36,6397	11,0701	14,5197
48,6523	14,1179	18,5833
47,3525	8,8401	16,8672
59,7468	7,5202	15,1480
42,5154	11,3258	15,1248
49,0789	9,9044	19,0517
48,3792	12,1513	18,6208
47,8389	14,1977	16,1902
53,5998	9,8187	18,4790
49,0157	13,3914	18,9676
48,6267	11,6718	17,7150
53,2443	13,5697	19,7223
52,4669	11,6146	15,8056
56,8563	17,1289	13,2670
44,0286	10,7056	18,3364
48,5263	11,1122	14,5893
50,4400	12,1103	19,0214
54,1454	11,4316	17,2815
53,2960	10,0853	18,8449
44,9099	10,5033	20,3622
41,9105	12,8302	17,0453
53,3676	13,8579	17,0951
49,4086	11,5350	17,9326
62,2061	11,5308	15,4418
42,5550	11,9003	16,3296
51,4420	10,1189	21,5136
49,3370	12,2669	19,1533
48,8755	11,7446	16,1239
48,6507	10,7276	17,4172
47,3974	10,2492	18,2695
43,8790	11,3639	18,0585
55,0942	12,9811	18,8563
48,5413	11,0492	16,1271
55,8261	13,1063	14,3892
42,2365	11,4588	17,2891
49,9543	10,7631	19,1419
55,0345	11,1252	17,4330
55,5513	10,8240	18,4287
58,6493	9,2553	19,0828
53,0347	9,6714	22,0646
47,4413	12,8875	18,3882
55,4402	16,1074	15,7347
54,5213	10,7614	18,0084
58,4694	15,2416	13,2567
49,8698	10,5424	18,9930
55,2593	9,3548	19,4264
53,7973	11,7000	17,0726
52,6901	14,8901	15,5957
55,1879	11,6633	18,3276
51,9328	11,2818	20,1337
48,3872	12,0147	17,6886
56,8673	13,4862	17,6333
54,9417	7,8026	15,6731
57,0810	15,6653	15,0040
39,1722	8,7386	14,5345
55,8393	10,2757	18,7588
58,7596	11,0404	19,5643
56,6760	12,1529	17,5560
54,5957	12,4470	16,5158
57,5004	10,3560	21,4968
50,3643	10,8168	19,6031
58,4403	13,2086	18,5104
57,0539	7,5878	17,3623
61,9057	12,8338	13,6938
49,5413	9,4569	19,3290
53,7315	10,7703	15,6250
45,6650	9,8722	18,3774
49,7892	13,9774	18,1854
49,1939	11,0407	20,4283
48,0103	12,5155	20,7111
52,9519	10,9934	19,8016
56,3546	13,9328	19,4826
53,0324	10,2481	17,6756
60,3522	3,6022	15,2722
55,3763	9,3788	19,3526
44,0319	8,1851	14,4836
54,3036	10,0267	19,0843
53,5656	11,4052	17,2474
28,3377	3,4003	7,1333
49,1532	12,8239	19,4140
42,3546	11,4956	16,5569
55,9483	10,9178	17,4636
47,7030	10,2487	17,2326
49,7947	15,0621	14,3617
40,7641	9,8225	16,6521
53,3693	9,8691	19,6455
47,4630	13,1291	17,2566
53,9735	11,7264	18,2997
54,4902	11,0687	18,3060
51,8251	11,7731	20,7592
48,1056	12,4087	17,5180
53,6083	16,8369	16,6492
56,2886	9,4479	15,2877
57,0956	14,6443	12,9047
49,3621	7,9019	15,8120
55,3215	11,2159	18,4675
51,2879	10,6008	18,3138
51,3583	12,1470	15,8132
46,9157	11,0816	16,0840
47,2669	10,9281	19,0333
48,5851	9,7047	13,7962
51,2038	13,0304	17,0736
53,3878	7,8426	15,5226
52,7037	12,4772	13,2497
45,0193	10,8489	16,2328
37,9935	6,8899	10,8374
49,2263	14,4585	16,2882
49,0180	12,9035	17,9456
51,3625	10,4000	18,4667
46,1322	11,4616	20,3715
49,1434	14,1295	18,4216
57,3163	10,7950	16,1697
50,8265	11,9410	18,4743
60,0131	7,6020	15,9503
49,0656	13,7987	18,9717
40,1991	6,3423	11,6740
50,4239	12,0331	18,6771
50,1163	14,8851	17,1968
50,5628	9,6609	16,9720
48,4046	11,7242	20,6469
47,7426	10,6906	18,2031
56,1415	14,4076	18,6402
54,8181	9,8549	18,7717
61,2404	12,1156	16,6718
47,4327	10,4199	18,0011
42,6055	6,9407	12,7558
48,2064	14,1941	17,7866
46,5571	15,3360	15,3206
47,4441	8,5126	16,4945
43,5275	12,4565	18,3845
45,0289	11,1391	19,0770
49,5518	10,2918	14,3555
53,6531	9,0323	18,7709
59,1413	4,2467	18,8618
45,7210	9,3761	19,5139
37,0903	4,2810	8,6850
54,4383	14,1665	18,7172
48,1893	15,2404	16,7344
43,6627	9,1868	15,8981
44,0657	15,6447	21,2222
45,9700	11,6614	19,8738
57,8804	10,8840	23,6339
48,9998	9,3773	18,8411
57,3837	11,8472	15,8005
44,5905	11,7688	20,0440
40,7750	10,0234	18,5953
54,8173	7,3172	17,4589
61,3630	6,5571	17,3374
61,0113	6,2398	17,6644
47,9257	7,0765	18,1192
57,4062	6,9505	17,2565
59,4768	9,2276	14,9133
60,8556	4,7518	16,0760
57,6166	10,3794	15,0351
59,2104	8,0036	18,1866
58,5791	8,9544	16,3367
54,4116	8,0367	19,3652
63,5262	7,2488	18,9273
60,9609	7,2569	20,3360
40,0732	6,7402	16,9024
55,2390	8,2771	21,1701
61,8811	11,2990	18,5281
60,3715	8,0299	19,9343
60,6597	15,0584	13,3931
58,9035	7,8417	19,7027
63,3638	8,3163	18,2081
50,9222	13,5973	16,3388
49,0416	13,9520	16,9067
43,8467	11,1515	16,6147
46,4459	14,2035	16,4912
44,4498	9,4735	16,2616
52,7434	11,8384	17,8520
55,3982	9,3306	17,5076
52,1108	17,0056	12,8058
42,2513	7,5422	14,5129
48,5206	11,8665	14,4684
63,3172	8,5148	15,8281
63,7482	7,0505	17,0391
62,0837	7,5627	16,4971
60,8766	6,4420	19,1247
60,3264	8,3964	17,5595
62,1350	9,4311	16,5422
61,2782	6,3982	17,7745
57,7946	9,9090	12,7136
58,0603	8,3412	18,4101
62,0370	12,4053	16,3091
49,5895	8,0294	14,4897
54,6738	10,2884	16,2707
55,6686	7,4833	17,6498
54,6404	6,3955	16,8379
55,5700	9,7211	19,5929
45,7961	7,6486	14,3934
57,3096	8,2288	16,6247
54,7012	14,2688	12,9824
54,5867	7,6233	18,3452
55,2934	14,3554	16,4721
50,4402	9,5150	16,2722
54,9363	10,5992	17,1718
55,3324	8,6300	19,3084
53,0585	7,3684	20,0586
49,1075	10,4989	19,4369
57,8368	11,3421	15,8738
58,3472	6,0232	17,4796
55,3696	10,2575	12,4663
54,3578	8,8777	19,8820
54,9360	13,5477	16,9319
48,0805	11,5396	18,8244
49,7563	11,6434	18,0481
48,5200	11,1112	19,2268
44,5370	13,4096	19,3752
41,0798	10,1434	16,9094
55,9531	11,2296	20,8954
48,4918	8,9992	17,1188
52,3680	11,2682	14,9294
38,8006	9,3275	14,0036
48,0392	11,5849	14,3623
52,1751	11,9962	19,9987
49,8718	14,2814	15,3688
51,2402	8,5471	18,3647
48,7484	12,2081	20,4946
50,8508	10,4095	18,7005
58,6162	12,2708	19,3170
55,9522	9,5431	19,0081
54,2404	16,5703	13,7014
50,3395	9,8156	19,4292
50,1125	9,4366	14,8503
45,2814	8,8280	18,5456
48,0882	10,1464	18,2146
51,2016	8,2101	19,2160
46,1532	9,7139	19,9130
45,5771	11,0471	17,0065
54,0918	11,6993	18,1815
50,0421	9,3309	16,9714
56,4189	10,6400	14,0680
45,9097	9,2690	17,9304
46,8559	8,2151	17,6902
51,9455	10,6268	18,4918
51,8853	10,4347	17,8214
53,0522	8,5601	19,0455
51,7133	7,8697	20,6008
49,9014	8,9649	18,8694
55,1051	10,4805	16,8913
48,9456	7,5894	17,5256
46,4163	12,6336	12,1718
47,6022	9,0450	18,4902
55,2214	12,7968	18,3584
49,6231	14,0575	17,4850
45,8597	10,4843	16,2689
52,9620	10,0507	19,2583
49,4205	10,4026	20,2142
39,4450	11,3777	16,5097
58,3126	10,3995	17,8117
47,7404	10,4872	19,4867
57,7645	10,8184	17,6357
38,1137	9,7764	15,9280
52,0817	12,8277	15,7083
37,4921	11,3529	20,5208
48,2602	11,6791	22,2519
51,5430	9,3215	23,9058
49,3597	11,8391	21,9440
33,9777	13,3858	18,3196
50,4720	13,9465	19,0438
49,2330	10,1121	20,0691
53,3786	13,5879	15,4174
44,0182	9,9632	21,1567
49,9249	13,8419	19,1875
